file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
SRR5098694.2.fastq.gz	FASTQ	DNA	25426	6839598	269	269.0	270	269.0	269.0	269.0	0	269	2	59.65	52.67	6.26	45.16	0
SRR5098695.2.fastq.gz	FASTQ	DNA	21137	5685856	269	269.0	270	269.0	269.0	269.0	0	269	2	58.82	51.18	6.19	43.09	0
SRR5098696.2.fastq.gz	FASTQ	DNA	14390	3870910	269	269.0	269	269.0	269.0	269.0	0	269	1	54.04	46.72	5.68	38.05	0
SRR5098697.2.fastq.gz	FASTQ	DNA	22900	6160103	269	269.0	270	269.0	269.0	269.0	0	269	2	57.04	50.06	5.98	43.16	0
SRR5098698.2.fastq.gz	FASTQ	DNA	245	65905	269	269.0	269	269.0	269.0	269.0	0	269	1	34.20	26.59	4.31	50.70	0
SRR5098699.2.fastq.gz	FASTQ	DNA	2451	659319	269	269.0	269	269.0	269.0	269.0	0	269	1	58.21	50.10	6.32	42.02	0
SRR5098700.2.fastq.gz	FASTQ	DNA	937	252053	269	269.0	269	269.0	269.0	269.0	0	269	1	56.17	48.39	6.05	40.31	0
SRR5098701.2.fastq.gz	FASTQ	DNA	5979	1608354	269	269.0	270	269.0	269.0	269.0	0	269	2	56.32	48.42	5.95	42.92	0
SRR5098702.2.fastq.gz	FASTQ	DNA	14900	4008102	269	269.0	270	269.0	269.0	269.0	0	269	2	64.39	54.83	7.19	42.21	0
SRR5098703.2.fastq.gz	FASTQ	DNA	12449	2726333	219	219.0	220	219.0	219.0	219.0	0	219	2	79.85	73.38	9.63	39.75	0
SRR5098704.2.fastq.gz	FASTQ	DNA	6183	1663229	269	269.0	270	269.0	269.0	269.0	0	269	2	56.12	48.80	5.89	42.43	0
SRR5098705.2.fastq.gz	FASTQ	DNA	80478	21648588	269	269.0	270	269.0	269.0	269.0	0	269	2	55.56	47.73	5.99	40.08	0
SRR5098706.2.fastq.gz	FASTQ	DNA	1203	323607	269	269.0	269	269.0	269.0	269.0	0	269	1	60.68	52.73	6.40	45.79	0
