file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
SRR5098471.1.fastq.gz	FASTQ	DNA	66850	16378278	245	245.0	249	245.0	245.0	245.0	0	245	3	84.86	76.35	11.93	43.97	597
SRR5098472.1.fastq.gz	FASTQ	DNA	44	10786	245	245.1	249	245.0	245.0	245.0	0	245	3	80.98	71.91	10.31	48.88	0
SRR5098473.1.fastq.gz	FASTQ	DNA	7445	1824057	245	245.0	270	245.0	245.0	245.0	0	245	4	79.65	71.08	10.06	45.53	0
SRR5098474.1.fastq.gz	FASTQ	DNA	20434	3984643	195	195.0	199	195.0	195.0	195.0	0	195	3	96.34	93.12	18.77	54.06	0
SRR5098475.1.fastq.gz	FASTQ	DNA	17360	4253205	245	245.0	249	245.0	245.0	245.0	0	245	3	85.45	76.93	12.12	44.77	332
SRR5098477.1.fastq.gz	FASTQ	DNA	68856	16880193	245	245.2	250	245.0	245.0	245.0	0	245	4	84.34	75.35	11.68	50.34	794
SRR5098478.1.fastq.gz	FASTQ	DNA	53601	13132264	245	245.0	247	245.0	245.0	245.0	0	245	3	79.34	69.82	9.97	44.43	14
SRR5098479.1.fastq.gz	FASTQ	DNA	21141	5179632	245	245.0	246	245.0	245.0	245.0	0	245	2	87.61	78.68	13.10	50.26	179
SRR5098481.1.fastq.gz	FASTQ	DNA	25827	6327623	244	245.0	247	245.0	245.0	245.0	0	245	3	78.42	69.11	9.73	52.57	1
SRR5098483.1.fastq.gz	FASTQ	DNA	21924	5371385	244	245.0	249	245.0	245.0	245.0	0	245	3	79.40	69.93	9.99	52.00	2
SRR5098484.1.fastq.gz	FASTQ	DNA	15222	3729391	245	245.0	246	245.0	245.0	245.0	0	245	2	85.84	77.21	12.29	47.60	58
SRR5098486.1.fastq.gz	FASTQ	DNA	16191	3966805	245	245.0	250	245.0	245.0	245.0	0	245	3	78.58	69.09	9.78	53.42	0
SRR5098487.1.fastq.gz	FASTQ	DNA	23259	5698461	245	245.0	246	245.0	245.0	245.0	0	245	2	85.33	76.29	12.05	51.89	188
SRR5098488.1.fastq.gz	FASTQ	DNA	24250	5941252	245	245.0	246	245.0	245.0	245.0	0	245	2	82.60	72.21	10.97	65.87	221
SRR5098489.1.fastq.gz	FASTQ	DNA	104688	25652586	245	245.0	249	245.0	245.0	245.0	0	245	5	85.81	77.07	12.28	46.81	969
SRR5098490.1.fastq.gz	FASTQ	DNA	63798	15630548	240	245.0	250	245.0	245.0	245.0	0	245	4	79.52	71.07	10.02	43.70	6
SRR5098491.1.fastq.gz	FASTQ	DNA	45822	8934267	194	195.0	220	195.0	195.0	195.0	0	195	3	96.48	93.23	19.09	52.36	0
SRR5098492.1.fastq.gz	FASTQ	DNA	3023	740635	245	245.0	245	245.0	245.0	245.0	0	245	1	85.17	75.47	12.02	54.09	76
SRR5098493.1.fastq.gz	FASTQ	DNA	17982	4406825	245	245.1	249	245.0	245.0	245.0	0	245	3	78.28	69.37	9.76	43.94	3
SRR5098494.1.fastq.gz	FASTQ	DNA	8020	1964900	245	245.0	245	245.0	245.0	245.0	0	245	1	79.54	70.21	10.03	53.94	0
SRR5098495.1.fastq.gz	FASTQ	DNA	15167	3715920	245	245.0	246	245.0	245.0	245.0	0	245	2	79.30	69.70	9.93	54.86	1
SRR5098496.1.fastq.gz	FASTQ	DNA	29209	7159775	244	245.1	248	245.0	245.0	245.0	0	245	4	79.17	69.25	9.96	51.63	8
SRR5098498.1.fastq.gz	FASTQ	DNA	150485	36868974	245	245.0	249	245.0	245.0	245.0	0	245	3	87.94	79.31	13.37	45.76	1716
SRR5098499.1.fastq.gz	FASTQ	DNA	89132	22135425	245	248.3	250	249.0	249.0	249.0	0	249	2	81.28	70.76	10.34	46.26	19
