"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"p__Anthophyta",3.16128261996364,0,3.57925699866466,4.51757665204141,3.68543008326836,3.07742904700821,3.78004023251091,0,5.00430652028856,4.46099570526835,3.85150384123962,4.38885479789762,1.94591014905531,4.11060504696253,4.72048789452434,3.3836715626327,-3.21485973901957,3.82698459023939,4.72593689420099,3.36729582998647,4.50122741152548,0,3.10328796336246,3.05239661620749,0.146925561739248
"p__Chlorophyta",-3.16128261996364,0,-3.57925699866466,-4.51757665204141,-3.68543008326836,-3.07742904700821,-3.78004023251091,0,-5.00430652028856,-4.46099570526835,-3.85150384123962,-4.38885479789762,-1.94591014905531,-4.11060504696253,-4.72048789452434,-3.3836715626327,3.21485973901957,-3.82698459023939,-4.72593689420099,-3.36729582998647,-4.50122741152548,0,-3.10328796336246,-3.05239661620749,-0.146925561739248
