"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"SRR5098410",5,5,0,NA,NA,1.25215587669438,0.642715480477614,2.7988898073076,0.47816353385225
"SRR5098411",6,6,0,NA,NA,1.66334267365408,0.789722833232321,4.75562808540613,0.658490877498505
"SRR5098413",11,11,0,NA,NA,0.628446006468599,0.238025812839623,1.31238041504617,0.955952655292329
"SRR5098415",2,2,0,NA,NA,0.221940818124147,0.109596990689537,1.12308695000302,0.185522063936242
"SRR5098416",5,5,0,NA,NA,1.51512600352917,0.759876022863961,4.16451539711698,0.555898647383398
"SRR5098417",1,1,0,NA,NA,0,0,1,0.100474203061862
"SRR5098420",4,4,0,NA,NA,0.815402346389226,0.410295850661016,1.69576558198027,0.384586069284234
"SRR5098421",13,13,0,NA,NA,0.427080977295178,0.143134310156822,1.16704404418739,1.0764562916066
"SRR5098423",4,4,0,NA,NA,1.37891494901891,0.74617308999745,3.93969260386913,0.47103436627194
"SRR5098425",6,6,0,NA,NA,0.454519145452883,0.216069792550908,1.27562376152591,0.505186904872768
"SRR5098426",9,9,0,NA,NA,1.57845428027857,0.723744108630992,3.61983230491274,0.922352460742864
"SRR5098427",6,6,0,NA,NA,1.59698295573713,0.774291358024691,4.43049052640791,0.978236524519119
"SRR5098429",5,5,0,NA,NA,1.16101221141327,0.585536841668516,2.41275968659248,0.500434638445197
"SRR5098430",6,6,0,NA,NA,1.50279903164647,0.754285038639592,4.06975625115976,0.578615076554977
"SRR5098431",4,4,0,NA,NA,1.38315017674917,0.748385417836527,3.97433245482689,0.448058335908547
"SRR5098432",3,3,0,NA,NA,0.620059178289995,0.327397966262696,1.48676327135604,0.332627027384714
"SRR5098434",15,15,0,NA,NA,1.67232389612848,0.712681553444392,3.48045874529834,1.49039983413274
"SRR5098435",10,10,0,NA,NA,1.51647562846018,0.617787606640221,2.61634634923701,0.995487236550668
"SRR5098436",6,6,0,NA,NA,0.630607093046231,0.377112480337114,1.60542629035369,0.486454209079572
"SRR5098438",6,6,0,NA,NA,0.839570112260214,0.372265987255001,1.59303141091102,0.581821800358176
"SRR5098439",7,7,0,NA,NA,0.816287031255453,0.368499655295826,1.58353041037285,0.604945333398577
"SRR5098440",6,6,0,NA,NA,0.888872000398971,0.414550666789889,1.70808974111704,0.574926812063422
"SRR5098442",7,7,0,NA,NA,1.32208140059223,0.664147372528616,2.9774964320778,0.664980675874706
"SRR5098443",18,18,0,NA,NA,1.8963241902975,0.705670375267746,3.39755130293011,1.79746710736055
"SRR5098444",7,7,0,NA,NA,1.20752870915735,0.548351356497975,2.21411049139023,0.903675001749261
"SRR5098445",4,4,0,NA,NA,1.2078483637138,0.647771565831117,2.8390666482097,0.467167638263965
