"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"g__Brassica",-1.00121540304204,0,2.80796386919202,-3.25304578754819,-1.03123807684125,-1.22145717602067,-1.23872991178555,0,0.837732399066,-1.32174691282717,-0.700273425679931,2.57147737384108,-0.584666461993953,-2.35552612586375,7.80987957636371,-0.615213011387763,-0.584519952549012,-1.6073379064045,6.91631426810302,4.98140874957193,2.98107768993066,0,-1.00264533957918,3.53228595871296,2.79824957404994
"g__Citrus",-1.00121540304204,0,2.84111607650892,-3.25304578754819,-1.03123807684125,-1.22145717602067,5.2413146501411,0,-5.39667832665237,-1.32174691282717,-0.700273425679931,4.41921611081104,-0.584666461993953,3.2648747398534,-1.60999211950682,-0.615213011387763,-0.584519952549012,-1.6073379064045,-1.58779368376456,-1.43040951813797,-4.28853905967751,0,-1.00264533957918,-1.35051596387341,-1.3448851523416
"g__Cucumis",-1.00121540304204,0,-2.37381968110006,4.85467427436234,-1.03123807684125,-1.22145717602067,-1.23872991178555,0,2.4522553997117,-1.32174691282717,-0.700273425679931,-3.04529372382549,-0.584666461993953,4.8648477108602,-1.60999211950682,-0.615213011387763,-0.584519952549012,-1.6073379064045,-1.58779368376456,-1.43040951813797,3.38839808614057,0,-1.00264533957918,-1.35051596387341,-1.3448851523416
"g__Lactuca",-1.00121540304204,0,-2.37381968110006,2.74836909041296,-1.03123807684125,-1.22145717602067,5.90725455592884,0,1.83822009366246,4.33424489799268,-0.700273425679931,-3.04529372382549,-0.584666461993953,5.14996614887368,-1.60999211950682,-0.615213011387763,-0.584519952549012,-1.6073379064045,7.37382888577799,-1.43040951813797,2.71361689472612,0,-1.00264533957918,-1.35051596387341,-1.3448851523416
"g__Petroselinum",-1.00121540304204,0,-2.37381968110006,-3.25304578754819,-1.03123807684125,-1.22145717602067,-1.23872991178555,0,-0.908041956920232,-1.32174691282717,-0.700273425679931,-3.04529372382549,2.71117040401038,-2.35552612586375,-1.60999211950682,-0.615213011387763,-0.584519952549012,-1.6073379064045,-1.58779368376456,-1.43040951813797,1.76355010924691,0,-1.00264533957918,-1.35051596387341,-1.3448851523416
"g__Sinapis",-1.00121540304204,0,2.64346015571486,-3.25304578754819,-1.03123807684125,-1.22145717602067,-1.23872991178555,0,0.592283090237492,-1.32174691282717,-0.700273425679931,-3.04529372382549,-0.584666461993953,-2.35552612586375,-1.60999211950682,6.15213011387763,-0.584519952549012,-1.6073379064045,-1.58779368376456,-1.43040951813797,-4.28853905967751,0,-1.00264533957918,-1.35051596387341,3.99744909962322
"g__Solanaceae_gen_Incertae_sedis",-1.00121540304204,0,-2.37381968110006,3.36969053640165,-1.03123807684125,-1.22145717602067,-1.23872991178555,0,1.47544977468661,-1.32174691282717,-0.700273425679931,2.02361047839474,-0.584666461993953,-2.35552612586375,-1.60999211950682,-0.615213011387763,-0.584519952549012,5.7591072419231,-1.58779368376456,-1.43040951813797,-4.28853905967751,0,-1.00264533957918,3.22419501462997,-1.3448851523416
"g__Spinacia",-1.00121540304204,0,4.19706328123952,-3.25304578754819,2.97609510839122,2.72978654256076,-1.23872991178555,0,4.24127995807311,-1.32174691282717,-0.700273425679931,-3.04529372382549,-0.584666461993953,-2.35552612586375,3.90746077695789,-0.615213011387763,-0.584519952549012,-1.6073379064045,-1.58779368376456,2.774283101253,2.78895899389173,0,-1.00264533957918,4.04764673764434,-1.3448851523416
"g__Triticum",-1.00121540304204,0,1.75331470394503,3.93763024678401,-1.03123807684125,2.30490334859549,-1.23872991178555,0,-1.14818308460301,-1.32174691282717,-0.700273425679931,-3.04529372382549,-0.584666461993953,-2.35552612586375,1.16259660273296,-0.615213011387763,-0.584519952549012,2.56704936349114,-1.58779368376456,-1.43040951813797,0.355851839463867,0,4.55418272212035,-1.35051596387341,-1.3448851523416
"Other",5.01494175665631,0,-2.37381968110006,4.6079105773282,6.30504758318005,4.73696751700911,-1.23872991178555,0,1.41236097939061,7.56147731745183,7.00273425679931,4.69537067809175,-0.584666461993953,3.20899428145895,-1.60999211950682,-0.615213011387763,5.84519952549013,4.53254664582176,-1.58779368376456,3.68758429427879,3.16270262531017,0,4.46962533409229,-1.35051596387341,3.96338254505961
"Unknown",3.99599687072207,0,-2.37381968110006,-3.25304578754819,-1.03123807684125,-1.22145717602067,-1.23872991178555,0,-5.39667832665237,-1.32174691282717,-0.700273425679931,4.5620877018143,2.5508277539352,-2.35552612586375,-1.60999211950682,-0.615213011387763,-0.584519952549012,-1.6073379064045,-1.58779368376456,-1.43040951813797,-4.28853905967751,0,-1.00264533957918,-1.35051596387341,-1.3448851523416
