"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"g__Beta",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,5.22285139596876,-0.338121303281369,-0.23479948978324,3.85790278016124,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Salsola",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,3.44195883670729,-0.345480827967616,-0.430759203054031
"g__Spinacia",-0.256124870545639,0,5.96362676484887,-1.22463228434504,3.36100595520243,3.53518985490392,-0.316884396038164,0,8.15517058583424,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,5.10559444728854,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,3.8387739054487,5.48843315969067,0,-0.489866796017035,5.05268187355014,-0.430759203054031
"g__Cucumis",-0.256124870545639,0,-0.607256197490713,6.88308777756549,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,6.36614602747283,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,6.43763780340245,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,6.08787225193952,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Cucurbita",5.76003228915271,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Cucurbitaceae_gen_Incertae_sedis",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,4.01305451227524,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,4.73529406850275,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Vaccinium",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,2.96459068261419,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Glycine",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,3.7908324596619,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Phaseolus",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,3.57397279336809,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Carya",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,8.54510292699763,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Juglans",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,4.85900430590232,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Melissa",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,3.91626664205381,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Sesamum",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,2.93719170842607,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Punica",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,7.46368329809771,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Rubus",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,6.41329039826134,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,5.06488310555113,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Ulmus",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,3.01702197143902,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Anacardium",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,3.37902446070511,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Citrus",-0.256124870545639,0,4.60767956011827,-1.22463228434504,-0.64632723003004,-0.416053863677505,6.16316016588849,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,6.21042482644123,-0.149565839114732,4.83766483239565,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Convolvulus",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,5.25325305706189,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Capsicum",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,4.45162523350788,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Solanaceae_gen_Incertae_sedis",-0.256124870545639,0,-0.607256197490713,5.3981040396048,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,5.38934040244775,-0.338121303281369,-0.23479948978324,3.81481919402493,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,6.84825708225948,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,4.22923015053577,-0.430759203054031
"g__Solanum",-0.256124870545639,0,-0.607256197490713,4.45894748299364,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Monocotyledonae_gen_Incertae_sedis",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,2.55465564170639,-0.345480827967616,-0.430759203054031
"g__Aegilops",-0.256124870545639,0,-0.607256197490713,4.74151445477865,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,3.17369485011261,-0.345480827967616,-0.430759203054031
"g__Bambusa",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,5.14462776733802,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Cenchrus",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,3.37614705003817,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Triticum",-0.256124870545639,0,3.51987818755438,5.96604374998717,-0.64632723003004,3.11030666093866,-0.316884396038164,0,2.76570754315812,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,2.36073027306362,-0.157380072680591,-0.149528359954399,3.65619920382751,-0.406179779567677,-0.36591871394227,3.05532600526282,0,5.0669612656825,-0.345480827967616,-0.430759203054031
"g__Zea",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,4.75207509847449,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Musa",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,2.16309578301513,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Choricystis",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,4.54597453936654
"g__Prototheca",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,3.62968380749239
"g__Trebouxia",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,6.28019111808474,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"Unknown",4.74108740321848,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,6.35329641744449,2.98592837681442,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
