"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"g__Coriandrum",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,4.43597640024211,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,4.37766765443855,-0.345480827967616,-0.430759203054031
"g__Daucus",-0.256124870545639,0,-0.607256197490713,6.16183856448485,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,4.70250424567976,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Petroselinum",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,3.0058486708409,-0.338121303281369,-0.23479948978324,-1.2540850081953,3.1462710268896,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,4.46302427504586,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Pimpinella",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,3.33088247047527,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Lactuca",-0.256124870545639,0,-0.607256197490713,4.77678259361611,-0.64632723003004,-0.416053863677505,6.82910007167622,0,5.75211072142359,5.31787050753848,-0.23479948978324,-1.2540850081953,-0.149565839114732,6.72275624141592,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,8.55544278997487,-0.36591871394227,5.41309106052506,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Brassica",-0.256124870545639,0,4.57452735280137,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,4.75162302682713,-0.338121303281369,-0.23479948978324,4.36268608947127,-0.149565839114732,-0.782736033321501,9.00801324669437,-0.157380072680591,-0.149528359954399,-0.518188066068122,8.0979281722999,6.04589955376763,5.68055185572961,0,-0.489866796017035,4.53732109461875,3.7123755233375
"g__Eruca",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,5.94932051288779,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Raphanus",-0.256124870545639,0,-0.607256197490713,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,3.69467488218287,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
"g__Sinapis",-0.256124870545639,0,4.41002363932421,-1.22463228434504,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,4.50617371799862,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,6.6099630525848,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,-1.58906489387856,0,-0.489866796017035,-0.345480827967616,4.91157504891078
"g__Bassia",-0.256124870545639,0,-0.607256197490713,4.47581128904565,-0.64632723003004,-0.416053863677505,-0.316884396038164,0,-1.48278769889124,-0.338121303281369,-0.23479948978324,-1.2540850081953,-0.149565839114732,-0.782736033321501,-0.411858449176163,-0.157380072680591,-0.149528359954399,-0.518188066068122,-0.406179779567677,-0.36591871394227,3.51688058002202,0,-0.489866796017035,-0.345480827967616,-0.430759203054031
