"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"g__Parastagonospora",-0.483900277288163,-0.444254640958276,-0.544390702858154,2.38325921860285,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Phaeosphaeria",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,3.10456108408016,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Alternaria",-0.483900277288163,-0.444254640958276,-0.544390702858154,5.28014565752021,2.9504104042529,-0.281609552083788,-0.864418827724302,5.99197672605246,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,5.7035736252412,4.9345022786201,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Stemphylium",-0.483900277288163,5.48799054648974,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Spissiomyces",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,4.98201994733342,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Valsaria",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,5.34816604763838,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Sarcinomyces",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,8.67943133871608,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Exophiala",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,6.06066190301198,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Aspergillus",4.79930345144983,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,5.69028814594284,-0.92093138240259,8.43306998563344,-0.390185212637728,6.18934597640218,-0.171485532624753,-1.04986429335658,6.45091463355432,-0.275633078977432,5.74722629344422,4.77920821057556,-0.53236693876232,7.18280246369838,-0.87940019903135,-0.273405123948458,4.34152060354712,-0.328100535159206,4.21640705073781
"g__Penicillium",-0.483900277288163,-0.444254640958276,4.98899878586937,-0.449954125453367,2.67847668876926,-0.281609552083788,8.11032578499843,-0.551935119512329,6.8526630849576,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,6.19579077423795,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,3.81287713646433,4.75330382982526,5.46994192201176
"g__Paecilomyces",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,5.05655215902858,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Talaromyces",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,4.16856784357079,-0.281609552083788,-0.864418827724302,-0.551935119512329,5.47599827281356,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,5.15639854021556,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Geotrichum",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,3.02140291639464
"g__Clavispora",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,5.72658630465352,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,4.96614783767031,-0.328100535159206,-1.00394877434051
"g__Pichia",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,5.92904730485571,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,6.09138082899391,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,5.60536011532391,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,3.71455009695458
"g__Kazachstania",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,2.70924834743601,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,6.33029030141583,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,5.94170727322511,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Nakaseomyces",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,4.37696721997139,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Saccharomyces",-0.483900277288163,6.4744405780622,8.5584758108128,-0.449954125453367,5.1814483459549,-0.281609552083788,5.14684834667986,5.77242384286898,8.68124835409994,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,6.73376895908275,-0.275633078977432,-0.637968105553508,8.21729258204478,-0.53236693876232,6.02722195661669,8.67026547854845,6.6333496547001,-0.675759233267807,7.48589513984358,9.83370872015701
"g__Zygosaccharomyces",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,4.77920821057556,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Candida",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,2.82365869861375,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,6.33506296574033,5.90594374001128,-0.837562887091013,-0.53236693876232,6.18813497602146,7.67682137935236,-0.273405123948458,-0.675759233267807,1.86912404217701,-1.00394877434051
"g__Yarrowia",5.64949776570849,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,2.69153659671867,-0.328100535159206,-1.00394877434051
"g__Hanseniaspora",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,8.88396284541061,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Saccharomycodes",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,4.92554134317295,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Stenocarpella",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,5.03006890173901,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Acremonium",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,4.42539685461393
"g__Fusarium",-0.483900277288163,-0.444254640958276,4.94867074048239,-0.449954125453367,-0.78725921403047,-0.281609552083788,5.48297038193171,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,4.84177991846919,4.75111632577035,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,7.09498235233389,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Sarocladium",-0.483900277288163,5.06107689497409,4.3682641828779,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Sertulicium",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,6.46205906107575,5.32575191694363,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Jaminaea",-0.483900277288163,1.63518690072156,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Malassezia",5.45363592779426,-0.444254640958276,-0.544390702858154,5.71336067858127,-0.78725921403047,5.63189345355448,-0.864418827724302,-0.551935119512329,6.04320423001565,-0.187401555236299,-0.390185212637728,5.29117244535453,3.95564885242034,-1.04986429335658,6.48928177851633,5.79279250926668,-0.637968105553508,5.24465602328543,-0.53236693876232,-0.630789089254058,-0.87940019903135,5.39647579903206,2.69153659671867,-0.328100535159206,3.46195934431407
"g__Cystofilobasidium",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,2.35133308830557,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Vishniacozyma",4.42137450115027,-0.444254640958276,-0.544390702858154,-0.449954125453367,3.16398450455096,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Cutaneotrichosporon",-0.483900277288163,-0.444254640958276,-0.544390702858154,5.52130771433709,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Wallemia",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,4.56326381303149,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"g__Mucor",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,3.58971458306881,-1.04986429335658,-0.995086864769798,-0.275633078977432,-0.637968105553508,-0.837562887091013,-0.53236693876232,-0.630789089254058,-0.87940019903135,-0.273405123948458,-0.675759233267807,-0.328100535159206,-1.00394877434051
"Unknown",-0.483900277288163,-0.444254640958276,-0.544390702858154,-0.449954125453367,-0.78725921403047,-0.281609552083788,-0.864418827724302,-0.551935119512329,-0.92093138240259,-0.187401555236299,-0.390185212637728,-0.88052815205639,-0.171485532624753,-1.04986429335658,3.33564647551653,-0.275633078977432,-0.637968105553508,-0.837562887091013,5.69020932930905,-0.630789089254058,4.88265118374883,-0.273405123948458,-0.675759233267807,-0.328100535159206,4.00668651975574
