"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"g__Agaricus",0,0,0,0,0,0,0,0,0,2.64665241236225,-3.22285990969279,0.972955074527657,1.47221948958322,0,0,0,0,0,0,0,-2.68994867677023,3.19428070277282,4.92617607021068,0,0
"Other",0,0,0,0,0,0,0,0,0,-2.64665241236225,3.22285990969279,-0.972955074527657,-1.47221948958322,0,0,0,0,0,0,0,2.68994867677023,-3.19428070277282,-4.92617607021068,0,0
