"","x"
"SRR5098354",1724
"SRR5098355",1638
"SRR5098356",10893
"SRR5098360",9580
"SRR5098363",2380
"SRR5098370",1980
"SRR5098404",12358
"SRR5098423",2296
"SRR5098440",41865
"SRR5098470",13235
"SRR5098474",4130
"SRR5098491",13296
"SRR5098511",169
"SRR5098515",8812
"SRR5098524",20339
"SRR5098533",2041
"SRR5098555",14245
"SRR5098588",12526
"SRR5098686",14569
"SRR5098703",7270
"SRR5098712",46192
"SRR5098725",1881
"SRR5098735",20273
"SRR5098741",3089
"SRR5098748",52831
