"","SRR5098354","SRR5098355","SRR5098356","SRR5098360","SRR5098363","SRR5098370","SRR5098404","SRR5098423","SRR5098440","SRR5098470","SRR5098474","SRR5098491","SRR5098511","SRR5098515","SRR5098524","SRR5098533","SRR5098555","SRR5098588","SRR5098686","SRR5098703","SRR5098712","SRR5098725","SRR5098735","SRR5098741","SRR5098748"
"p__Ascomycota",2.24503073059948,4.23856050978942,6.11370633464289,1.59920070767407,3.08915158925111,2.72252325826455,6.16893324095775,5.15957280179273,4.23231509238063,5.74698102724649,4.77389727110953,3.77771540344009,-2.62944483357955,3.7453635976033,3.30132188016035,2.3843221670638,3.91781843940558,3.83471255562861,5.01131814973621,5.84592355075658,7.02767890035827,2.71454287810553,3.29006071234932,5.25311327640286,5.41966882737103
"p__Basidiomycota",1.99762255728564,-1.07955948405479,-3.05685316732145,2.58234210044418,0.431046064665158,1.59548987368686,-3.08446662047888,-2.57978640089637,1.36591026001881,-2.87349051362325,-2.38694863555477,1.19699259698541,1.49768955146554,0.984184603953035,2.09152338156289,1.84205171059015,1.59110436361184,1.49046371722286,-2.50565907486811,-2.92296177537829,-3.51383945017914,1.4776690224375,0.0386175588185762,-2.62655663820143,0.022081488827288
"p__Mucoromycota",-4.24265328788513,-3.15900102573463,-3.05685316732145,-4.18154280811825,-3.52019765391627,-4.31801313195141,-3.08446662047888,-2.57978640089637,-5.59822535239944,-2.87349051362325,-2.38694863555477,-4.9747080004255,1.13175528211401,-4.72954820155633,-5.39284526172324,-4.22637387765396,-5.50892280301742,-5.32517627285147,-2.50565907486811,-2.92296177537829,-3.51383945017914,-4.19221190054302,-3.3286782711679,-2.62655663820143,-5.44175031619832
