"","SRR5098356","SRR5098404","SRR5098440","SRR5098470","SRR5098491","SRR5098515","SRR5098524","SRR5098555","SRR5098588","SRR5098703","SRR5098712","SRR5098748"
"p__Ascomycota",4.58527975098217,4.62669993071832,1.43320241618091,4.31023577043487,1.29036140322734,1.38058949682513,0.604899249298732,1.16335703789687,1.17212441920288,4.38444266306743,5.2707591752687,2.69879366927187
"p__Basidiomycota",-4.58527975098217,-4.62669993071832,-1.43320241618091,-4.31023577043487,-1.29036140322734,-1.38058949682513,-0.604899249298733,-1.16335703789687,-1.17212441920288,-4.38444266306743,-5.2707591752687,-2.69879366927187
